mpi Ranks	150	140	125	110	105	100	90	75	60	30
ns/day		174.844	158.25	163.83	123.969	139.179	147.742	125.049	117.341	97.324	52.912
		173.599	155.534	153.133	128.169	139	149.702	127.645	117.063	98.825	52.288
omp_thread = 4	162.206	158.602	166.739	128.972	135.227	140.024	126.539	111.127	100.103	52.78
HB120		171.606	156.332	165.211	125.983	141.01	142.877	126.176	116.59	100.444	52.379
		171.794	157.82	168.079	133.75	132.156	143.618	127.244	117.044	98.892	53.146
