mpi Ranks	150	125	110	105	100	90	75	60	50	30
ns/day		407.256	400.478	373.745	435.234	373.1	337.504	335.194	279.337	268.718	178.484
		393.232	410.926	365.869	394.693	364.36	330.481	334.97	277.383	280.961	187.744
omp_thread = 4	384.325	393.232	367.828	379.151	336.719	334.456	341.046	293.818	270.346	180.31
HB120		390.982	387.613	394.882	387.454	336.046	339.706	322.421	281.145	270.221	180.047
		372.314	409.671	417.784	382.634	341.117	329.754	306.922	274.863	275.289	180.096
