mpi Ranks	150	125	110	105	100	90	75	60	50	30
ns/day		231.783	243.06	201.275	230.52	247.536	219.472	205.373	190.456	159.621	99.913
		260.824	252.217	195.879	228.982	256.552	222.52	210.467	186.115	161.76	103.119
omp_thread = 4	265.875	277.698	199.015	231.692	262.934	219.307	213.853	185.874	160.078	100.945
HB120		271.848	254.492	196.99	220.04	250.495	221.767	202.735	186.955	164.728	102.831
		257.564	259.289	198.043	226.506	257.365	222.823	211.729	187.805	163.868	100.639
