mpi Ranks	150	140	125	110	105	100	90	75	60	30
ns/day		160.976	143.732	160.819	123.075	125.554	140.656	115.259	110.229	91.261	47.518
		158.312	149.261	160.818	116.274	123.556	141.054	116.647	109.578	91.721	48.408
omp_thread = 4	157.186	156.1	162.503	104.011	125.57	139.075	114.278	108.647	91.256	48.515
HB120		157.957	153.087	161.309	120.991	129.496	125.535	115.24	109.021	90.942	48.573
		167.048	155.088	155.606	127.711	125.713	139.686	114.856	110.247	91.722	48.331
